"","sim","thresh_method","thresh_mean","thresh_n","thresh_n_full","thresh_se","sig_type","ci_n_up","ci_n_low","ci_em_up","ci_em_low","thresh_diff","obs_error","ts_length","thresh_quant","cov_sd","next_mod","shape","best_mod","aic_diff"
"120",40,"abs_max_d2",-0.2912,25,1,0.0234470443529433,"sim_int",-0.245244637524318,-0.337155362475682,-0.13,-0.478,0.350856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00100973815884231
"121",41,"abs_max_d2",-0.5136,25,1,0.0169033198580108,"none",-0.480470101859138,-0.546729898140862,-0.354,-0.55,0.128456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",9.48552436028649e-05
"122",41,"abs_max_d2",-0.5136,25,NA,0.0169033198580108,"jack_quant",-0.480470101859138,-0.546729898140862,-0.354,-0.55,0.128456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",9.48552436028649e-05
"123",41,"abs_max_d2",-0.5136,25,1,0.0169033198580108,"sim_int",-0.480470101859138,-0.546729898140862,-0.354,-0.55,0.128456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",9.48552436028649e-05
"124",42,"abs_max_d2",-0.4884,25,1,0.00558022301426107,"none",-0.477462963866347,-0.499337036133653,-0.436,-0.534,0.153656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00175319560524656
"125",42,"abs_max_d2",-0.4884,25,NA,0.00558022301426107,"jack_quant",-0.477462963866347,-0.499337036133653,-0.436,-0.534,0.153656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00175319560524656
"126",42,"abs_max_d2",-0.4884,25,1,0.00558022301426107,"sim_int",-0.477462963866347,-0.499337036133653,-0.436,-0.534,0.153656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00175319560524656
"127",43,"abs_max_d2",-1.05,25,1,0.0376155626776412,"none",-0.976274851893614,-1.12372514810639,-0.600000000000001,-1.13,-0.407943394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000139974072283167
"128",43,"abs_max_d2",-1.05,25,NA,0.0376155626776412,"jack_quant",-0.976274851893614,-1.12372514810639,-0.600000000000001,-1.13,-0.407943394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000139974072283167
"129",43,"abs_max_d2",-1.05,25,1,0.0376155626776412,"sim_int",-0.976274851893614,-1.12372514810639,-0.600000000000001,-1.13,-0.407943394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000139974072283167
"130",44,"abs_max_d2",-0.8196,25,1,0.0247521042876493,"none",-0.771086767054628,-0.868113232945372,-0.580000000000001,-0.892,-0.177543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",10.5681277521163
"131",44,"abs_max_d2",-0.8196,25,NA,0.0247521042876493,"jack_quant",-0.771086767054628,-0.868113232945372,-0.580000000000001,-0.892,-0.177543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",10.5681277521163
"132",44,"abs_max_d2",-0.8196,25,1,0.0247521042876493,"sim_int",-0.771086767054628,-0.868113232945372,-0.580000000000001,-0.892,-0.177543394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",10.5681277521163
"133",45,"abs_max_d2",-0.972,25,1,0.0116666666666667,"none",-0.949133753513699,-0.994866246486301,-0.836,-1.014,-0.329943394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.8073099658403
"134",45,"abs_max_d2",-0.972,25,NA,0.0116666666666667,"jack_quant",-0.949133753513699,-0.994866246486301,-0.836,-1.014,-0.329943394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.8073099658403
"135",45,"abs_max_d2",-0.972,25,1,0.0116666666666667,"sim_int",-0.949133753513699,-0.994866246486301,-0.836,-1.014,-0.329943394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.8073099658403
"136",46,"abs_max_d2",-0.4632,25,1,0.0115878288638458,"none",-0.440488272767848,-0.485911727232151,-0.392,-0.57,0.178856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.55135787181709
"137",46,"abs_max_d2",-0.4632,25,NA,0.0115878288638458,"jack_quant",-0.440488272767848,-0.485911727232151,-0.392,-0.57,0.178856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.55135787181709
"138",46,"abs_max_d2",-0.4632,25,1,0.0115878288638458,"sim_int",-0.440488272767848,-0.485911727232151,-0.392,-0.57,0.178856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.55135787181709
"139",47,"abs_max_d2",-0.6312,25,1,0.0241617811153621,"none",-0.58384377921155,-0.67855622078845,-0.376000000000001,-0.738,0.0108566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.04610298761224
"140",47,"abs_max_d2",-0.6312,25,NA,0.0241617811153621,"jack_quant",-0.58384377921155,-0.67855622078845,-0.376000000000001,-0.738,0.0108566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.04610298761224
"141",47,"abs_max_d2",-0.6312,25,1,0.0241617811153621,"sim_int",-0.58384377921155,-0.67855622078845,-0.376000000000001,-0.738,0.0108566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.04610298761224
"142",48,"abs_max_d2",-0.2728,25,1,0.0038873012632302,"none",-0.265181029527012,-0.280418970472988,-0.25,-0.31,0.369256605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.09799528612254
"143",48,"abs_max_d2",-0.2728,25,NA,0.0038873012632302,"jack_quant",-0.265181029527012,-0.280418970472988,-0.25,-0.31,0.369256605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.09799528612254
"144",48,"abs_max_d2",-0.2728,25,1,0.0038873012632302,"sim_int",-0.265181029527012,-0.280418970472988,-0.25,-0.31,0.369256605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.09799528612254
"145",49,"abs_max_d2",-0.9236,25,1,0.0336798653995727,"none",-0.857588676812681,-0.989611323187319,-0.596000000000001,-1.114,-0.281543394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000936209879782268
"146",49,"abs_max_d2",-0.9236,25,NA,0.0336798653995727,"jack_quant",-0.857588676812681,-0.989611323187319,-0.596000000000001,-1.114,-0.281543394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000936209879782268
"147",49,"abs_max_d2",-0.9236,25,1,0.0336798653995727,"sim_int",-0.857588676812681,-0.989611323187319,-0.596000000000001,-1.114,-0.281543394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000936209879782268
"148",50,"abs_max_d2",-0.4784,25,1,0.0110974221230778,"none",-0.456649452317529,-0.50015054768247,-0.39,-0.572,0.163656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000293488010683518
"149",50,"abs_max_d2",-0.4784,25,NA,0.0110974221230778,"jack_quant",-0.456649452317529,-0.50015054768247,-0.39,-0.572,0.163656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000293488010683518
"150",50,"abs_max_d2",-0.4784,25,1,0.0110974221230778,"sim_int",-0.456649452317529,-0.50015054768247,-0.39,-0.572,0.163656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000293488010683518
"151",51,"abs_max_d2",-0.6612,25,1,0.00521482928238734,"none",-0.650979122420996,-0.671420877579004,-0.61,-0.688,-0.0191433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.03526634031654
"152",51,"abs_max_d2",-0.6612,25,NA,0.00521482928238734,"jack_quant",-0.650979122420996,-0.671420877579004,-0.61,-0.688,-0.0191433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.03526634031654
"153",51,"abs_max_d2",-0.6612,25,1,0.00521482928238734,"sim_int",-0.650979122420996,-0.671420877579004,-0.61,-0.688,-0.0191433945667142,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.03526634031654
"154",52,"abs_max_d2",-0.3284,25,1,0.00701387513750027,"none",-0.314653057338439,-0.342146942661561,-0.276,-0.39,0.313656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.35974345880641e-05
"155",52,"abs_max_d2",-0.3284,25,NA,0.00701387513750027,"jack_quant",-0.314653057338439,-0.342146942661561,-0.276,-0.39,0.313656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.35974345880641e-05
"156",52,"abs_max_d2",-0.3284,25,1,0.00701387513750027,"sim_int",-0.314653057338439,-0.342146942661561,-0.276,-0.39,0.313656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",1.35974345880641e-05
"157",53,"abs_max_d2",-0.6404,25,1,0.0127268308004083,"none",-0.615455869993865,-0.665344130006135,-0.514,-0.734,0.00165660543328583,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.321838669307937
"158",53,"abs_max_d2",-0.6404,25,NA,0.0127268308004083,"jack_quant",-0.615455869993865,-0.665344130006135,-0.514,-0.734,0.00165660543328583,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.321838669307937
"159",53,"abs_max_d2",-0.6404,25,1,0.0127268308004083,"sim_int",-0.615455869993865,-0.665344130006135,-0.514,-0.734,0.00165660543328583,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.321838669307937
"160",54,"abs_max_d2",-0.2092,25,1,0.0115006038488807,"none",-0.186659230655731,-0.231740769344269,-0.18,-0.32,0.432856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000108218551545747
"161",54,"abs_max_d2",-0.2092,25,NA,0.0115006038488807,"jack_quant",-0.186659230655731,-0.231740769344269,-0.18,-0.32,0.432856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000108218551545747
"162",54,"abs_max_d2",-0.2092,25,1,0.0115006038488807,"sim_int",-0.186659230655731,-0.231740769344269,-0.18,-0.32,0.432856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000108218551545747
"163",55,"abs_max_d2",-0.3148,25,1,0.00543650214343337,"none",-0.304144651596996,-0.325455348403004,-0.262,-0.354,0.327256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",2.71642492180035e-05
"164",55,"abs_max_d2",-0.3148,25,NA,0.00543650214343337,"jack_quant",-0.304144651596996,-0.325455348403004,-0.262,-0.354,0.327256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",2.71642492180035e-05
"165",55,"abs_max_d2",-0.3148,25,1,0.00543650214343337,"sim_int",-0.304144651596996,-0.325455348403004,-0.262,-0.354,0.327256605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",2.71642492180035e-05
"166",56,"abs_max_d2",-0.4984,25,1,0.00473902240270431,"none",-0.489111686768771,-0.507688313231229,-0.46,-0.544,0.143656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000375449914486126
"167",56,"abs_max_d2",-0.4984,25,NA,0.00473902240270431,"jack_quant",-0.489111686768771,-0.507688313231229,-0.46,-0.544,0.143656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000375449914486126
"168",56,"abs_max_d2",-0.4984,25,1,0.00473902240270431,"sim_int",-0.489111686768771,-0.507688313231229,-0.46,-0.544,0.143656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000375449914486126
"169",57,"abs_max_d2",-0.3236,25,1,0.00529937103186155,"none",-0.313213423636836,-0.333986576363163,-0.276,-0.374,0.318456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000401636510162007
"170",57,"abs_max_d2",-0.3236,25,NA,0.00529937103186155,"jack_quant",-0.313213423636836,-0.333986576363163,-0.276,-0.374,0.318456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000401636510162007
"171",57,"abs_max_d2",-0.3236,25,1,0.00529937103186155,"sim_int",-0.313213423636836,-0.333986576363163,-0.276,-0.374,0.318456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000401636510162007
"172",58,"abs_max_d2",-0.6532,25,1,0.0198669183429249,"none",-0.614261555564069,-0.692138444435931,-0.466000000000001,-0.704,-0.0111433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0267160998131715
"173",58,"abs_max_d2",-0.6532,25,NA,0.0198669183429249,"jack_quant",-0.614261555564069,-0.692138444435931,-0.466000000000001,-0.704,-0.0111433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0267160998131715
"174",58,"abs_max_d2",-0.6532,25,1,0.0198669183429249,"sim_int",-0.614261555564069,-0.692138444435931,-0.466000000000001,-0.704,-0.0111433945667142,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.0267160998131715
"175",59,"abs_max_d2",-0.8388,25,1,0.0254700259564497,"none",-0.788879666440058,-0.888720333559942,-0.626,-1.042,-0.196743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.32475002488057
"176",59,"abs_max_d2",-0.8388,25,NA,0.0254700259564497,"jack_quant",-0.788879666440058,-0.888720333559942,-0.626,-1.042,-0.196743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.32475002488057
"177",59,"abs_max_d2",-0.8388,25,1,0.0254700259564497,"sim_int",-0.788879666440058,-0.888720333559942,-0.626,-1.042,-0.196743394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.32475002488057
"178",60,"abs_max_d2",-0.3016,25,1,0.00652665474973376,"none",-0.288807991750994,-0.314392008249005,-0.26,-0.388,0.340456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.00465333767373011
"179",60,"abs_max_d2",-0.3016,25,NA,0.00652665474973376,"jack_quant",-0.288807991750994,-0.314392008249005,-0.26,-0.388,0.340456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.00465333767373011
"180",60,"abs_max_d2",-0.3016,25,1,0.00652665474973376,"sim_int",-0.288807991750994,-0.314392008249005,-0.26,-0.388,0.340456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.00465333767373011
"181",61,"abs_max_d2",-0.548,25,1,0.00546453210358501,"none",-0.53728971388461,-0.558710286115389,-0.496,-0.574,0.0940566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.21309061068321
"182",61,"abs_max_d2",-0.548,25,NA,0.00546453210358501,"jack_quant",-0.53728971388461,-0.558710286115389,-0.496,-0.574,0.0940566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.21309061068321
"183",61,"abs_max_d2",-0.548,25,1,0.00546453210358501,"sim_int",-0.53728971388461,-0.558710286115389,-0.496,-0.574,0.0940566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.21309061068321
"184",62,"abs_max_d2",-0.4836,25,1,0.00299768429143415,"none",-0.477724646751767,-0.489475353248232,-0.458,-0.51,0.158456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000127274122817767
"185",62,"abs_max_d2",-0.4836,25,NA,0.00299768429143415,"jack_quant",-0.477724646751767,-0.489475353248232,-0.458,-0.51,0.158456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000127274122817767
"186",62,"abs_max_d2",-0.4836,25,1,0.00299768429143415,"sim_int",-0.477724646751767,-0.489475353248232,-0.458,-0.51,0.158456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000127274122817767
"187",63,"abs_max_d2",-0.3344,25,1,0.00966594824916601,"none",-0.315455089555207,-0.353344910444793,-0.23,-0.4,0.307656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000861182401536098
"188",63,"abs_max_d2",-0.3344,25,NA,0.00966594824916601,"jack_quant",-0.315455089555207,-0.353344910444793,-0.23,-0.4,0.307656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000861182401536098
"189",63,"abs_max_d2",-0.3344,25,1,0.00966594824916601,"sim_int",-0.315455089555207,-0.353344910444793,-0.23,-0.4,0.307656605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000861182401536098
"190",64,"abs_max_d2",-0.5624,25,1,0.0109493784704379,"none",-0.540939612544843,-0.583860387455156,-0.49,-0.704,0.0796566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",8.15840346035657e-06
"191",64,"abs_max_d2",-0.5624,25,NA,0.0109493784704379,"jack_quant",-0.540939612544843,-0.583860387455156,-0.49,-0.704,0.0796566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",8.15840346035657e-06
"192",64,"abs_max_d2",-0.5624,25,1,0.0109493784704379,"sim_int",-0.540939612544843,-0.583860387455156,-0.49,-0.704,0.0796566054332859,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",8.15840346035657e-06
"193",65,"abs_max_d2",-0.2528,25,1,0.0167032930884901,"none",-0.220062147123343,-0.285537852876657,-0.206,-0.412,0.389256605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",8.65748352367746e-05
"194",65,"abs_max_d2",-0.2528,25,NA,0.0167032930884901,"jack_quant",-0.220062147123343,-0.285537852876657,-0.206,-0.412,0.389256605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",8.65748352367746e-05
"195",65,"abs_max_d2",-0.2528,25,1,0.0167032930884901,"sim_int",-0.220062147123343,-0.285537852876657,-0.206,-0.412,0.389256605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",8.65748352367746e-05
"196",66,"abs_max_d2",-0.4376,25,1,0.00373980094538612,"none",-0.430270124837694,-0.444929875162306,-0.39,-0.454,0.204456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.705729310724024
"197",66,"abs_max_d2",-0.4376,25,NA,0.00373980094538612,"jack_quant",-0.430270124837694,-0.444929875162306,-0.39,-0.454,0.204456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.705729310724024
"198",66,"abs_max_d2",-0.4376,25,1,0.00373980094538612,"sim_int",-0.430270124837694,-0.444929875162306,-0.39,-0.454,0.204456605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.705729310724024
"199",67,"abs_max_d2",-0.2692,25,1,0.103606694871626,"none",-0.0661346094943821,-0.472265390505618,1.408,-0.51,0.372856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",4.37996465052493e-06
"200",67,"abs_max_d2",-0.2692,25,NA,0.103606694871626,"jack_quant",-0.0661346094943821,-0.472265390505618,1.408,-0.51,0.372856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",4.37996465052493e-06
"201",67,"abs_max_d2",-0.2692,25,1,0.103606694871626,"sim_int",-0.0661346094943821,-0.472265390505618,1.408,-0.51,0.372856605433286,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",4.37996465052493e-06
"202",68,"abs_max_d2",-0.2012,25,1,0.00715211701370844,"none",-0.187182108239915,-0.215217891760085,-0.142,-0.268,0.440856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000304436234245031
"203",68,"abs_max_d2",-0.2012,25,NA,0.00715211701370844,"jack_quant",-0.187182108239915,-0.215217891760085,-0.142,-0.268,0.440856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000304436234245031
"204",68,"abs_max_d2",-0.2012,25,1,0.00715211701370844,"sim_int",-0.187182108239915,-0.215217891760085,-0.142,-0.268,0.440856605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000304436234245031
"205",69,"abs_max_d2",-0.1736,25,1,0.00316666666666666,"none",-0.16739344738229,-0.17980655261771,-0.156,-0.206,0.468456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00153168246575319
"206",69,"abs_max_d2",-0.1736,25,NA,0.00316666666666666,"jack_quant",-0.16739344738229,-0.17980655261771,-0.156,-0.206,0.468456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00153168246575319
"207",69,"abs_max_d2",-0.1736,25,1,0.00316666666666666,"sim_int",-0.16739344738229,-0.17980655261771,-0.156,-0.206,0.468456605433286,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00153168246575319
"208",70,"abs_max_d2",-0.9324,25,1,0.0165651072371349,"none",-0.899932986415172,-0.964867013584828,-0.72,-1,-0.290343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.469452563743957
"209",70,"abs_max_d2",-0.9324,25,NA,0.0165651072371349,"jack_quant",-0.899932986415172,-0.964867013584828,-0.72,-1,-0.290343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.469452563743957
"210",70,"abs_max_d2",-0.9324,25,1,0.0165651072371349,"sim_int",-0.899932986415172,-0.964867013584828,-0.72,-1,-0.290343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.469452563743957
"211",71,"abs_max_d2",-0.5636,25,1,0.0106699213784462,"none",-0.542687338380372,-0.584512661619628,-0.458,-0.6,0.0784566054332858,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00033707166605268
"212",71,"abs_max_d2",-0.5636,25,NA,0.0106699213784462,"jack_quant",-0.542687338380372,-0.584512661619628,-0.458,-0.6,0.0784566054332858,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00033707166605268
"213",71,"abs_max_d2",-0.5636,25,1,0.0106699213784462,"sim_int",-0.542687338380372,-0.584512661619628,-0.458,-0.6,0.0784566054332858,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.00033707166605268
"214",72,"abs_max_d2",-0.6188,25,1,0.0122944205954481,"none",-0.594703378422134,-0.642896621577866,-0.526,-0.734,0.0232566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000514378340625399
"215",72,"abs_max_d2",-0.6188,25,NA,0.0122944205954481,"jack_quant",-0.594703378422134,-0.642896621577866,-0.526,-0.734,0.0232566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000514378340625399
"216",72,"abs_max_d2",-0.6188,25,1,0.0122944205954481,"sim_int",-0.594703378422134,-0.642896621577866,-0.526,-0.734,0.0232566054332858,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",0.000514378340625399
"217",73,"abs_max_d2",-0.7944,25,1,0.0237249868282366,"none",-0.747899880282969,-0.840900119717031,-0.628,-1.074,-0.152343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.14669246851537
"218",73,"abs_max_d2",-0.7944,25,NA,0.0237249868282366,"jack_quant",-0.747899880282969,-0.840900119717031,-0.628,-1.074,-0.152343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.14669246851537
"219",73,"abs_max_d2",-0.7944,25,1,0.0237249868282366,"sim_int",-0.747899880282969,-0.840900119717031,-0.628,-1.074,-0.152343394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",5.14669246851537
"220",74,"abs_max_d2",-0.9756,25,1,0.0449153524854129,"none",-0.887567526775669,-1.06363247322433,-0.562000000000001,-1.03,-0.333543394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000708762418611286
"221",74,"abs_max_d2",-0.9756,25,NA,0.0449153524854129,"jack_quant",-0.887567526775669,-1.06363247322433,-0.562000000000001,-1.03,-0.333543394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000708762418611286
"222",74,"abs_max_d2",-0.9756,25,1,0.0449153524854129,"sim_int",-0.887567526775669,-1.06363247322433,-0.562000000000001,-1.03,-0.333543394566714,0.0275,25,0.25,1,"gam_DC","skew","gam_DCl",0.000708762418611286
"223",75,"abs_max_d2",-1.1252,25,1,0.0249452177558924,"none",-1.07630827161194,-1.17409172838806,-0.842000000000001,-1.238,-0.483143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.79147728545104e-05
"224",75,"abs_max_d2",-1.1252,25,NA,0.0249452177558924,"jack_quant",-1.07630827161194,-1.17409172838806,-0.842000000000001,-1.238,-0.483143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.79147728545104e-05
"225",75,"abs_max_d2",-1.1252,25,1,0.0249452177558924,"sim_int",-1.07630827161194,-1.17409172838806,-0.842000000000001,-1.238,-0.483143394566714,0.0275,25,0.25,1,"gam_DCl","skew","gam_DC",1.79147728545104e-05
